job_change_intention,city_development_index,male,relevent_experience,education_level,experience,last_new_job,training_hours
1,0.624,1,1,5,9,5,6
0,0.92,1,0,5,16,3,30
1,0.624,1,1,5,5,3,6
1,0.624,1,0,5,1,1,80
1,0.579,1,0,5,3,-1,68
1,0.624,1,1,5,3,1,111
0,0.92,1,1,5,14,5,38
0,0.776,1,1,5,6,2,54
0,0.92,1,1,5,20,1,66
0,0.91,1,1,5,7,2,6
0,0.91,0,1,5,10,1,12
1,0.884,1,1,5,6,1,134
1,0.855,1,1,3,9,1,50
0,0.92,1,1,5,17,5,81
0,0.762,1,1,5,7,2,224
1,0.92,1,0,5,17,1,117
1,0.624,1,0,5,6,1,17
1,0.624,0,0,3,2,-1,79
1,0.895,1,1,5,9,2,10
1,0.926,1,1,3,6,3,15
1,0.624,1,1,5,15,1,14
0,0.866,1,1,5,11,1,143
1,0.926,1,1,5,19,1,12
1,0.624,1,1,5,3,2,78
0,0.743,1,1,5,6,1,4
1,0.91,1,0,5,3,1,78
1,0.624,1,1,5,3,1,10
0,0.92,1,1,5,9,1,250
0,0.926,1,1,3,5,1,116
0,0.924,1,1,5,17,5,25
0,0.91,1,1,5,19,4,92
0,0.776,1,1,5,5,-1,42
1,0.802,1,0,5,1,-1,29
1,0.92,1,0,5,3,1,97
0,0.92,1,0,5,3,1,94
0,0.855,1,1,5,14,4,54
1,0.92,1,0,5,11,4,130
0,0.855,1,1,5,14,1,15
1,0.92,1,1,5,18,1,147
1,0.624,1,1,5,10,5,6
1,0.698,1,1,3,3,1,22
1,0.624,1,0,3,2,-1,51
1,0.624,1,0,3,10,1,109
1,0.624,1,0,5,18,-1,72
1,0.855,1,1,5,5,1,106
0,0.789,0,1,5,8,5,11
0,0.698,1,1,5,7,1,139
0,0.926,1,0,3,6,4,144
1,0.92,1,1,5,15,4,56
1,0.92,1,1,5,9,4,62
1,0.624,1,1,5,5,1,88
0,0.91,1,0,3,3,-1,182
0,0.804,1,0,3,3,-1,32
0,0.903,1,1,5,6,1,108
1,0.923,0,1,5,10,5,160
0,0.754,1,1,5,5,1,7
0,0.926,1,1,5,17,5,90
1,0.92,1,0,3,5,1,140
1,0.92,1,1,5,19,4,14
0,0.926,1,1,5,20,1,70
0,0.855,1,0,5,11,2,6
1,0.624,1,1,5,8,5,36
0,0.897,1,1,5,9,2,39
0,0.92,1,1,5,3,1,30
0,0.92,1,1,5,13,5,29
1,0.527,0,1,5,10,2,18
0,0.939,1,1,3,7,1,6
0,0.926,1,1,5,19,1,130
0,0.92,1,1,3,4,1,44
1,0.855,1,1,5,11,2,76
0,0.855,0,1,5,8,2,66
0,0.92,1,1,5,6,2,4
0,0.789,1,1,5,7,1,26
0,0.939,1,0,3,3,1,4
1,0.924,1,0,5,13,3,41
0,0.743,1,1,5,6,1,28
0,0.92,0,1,5,14,1,23
1,0.949,1,0,5,1,-1,3
0,0.884,1,1,5,14,3,20
0,0.92,1,1,3,6,3,167
1,0.92,0,1,5,10,5,20
0,0.624,1,1,5,5,1,47
0,0.92,1,1,5,9,2,22
0,0.92,1,1,5,14,4,66
1,0.92,0,0,5,5,1,86
1,0.579,1,1,5,10,-1,24
1,0.92,0,0,3,16,-1,138
0,0.698,1,0,3,5,1,12
1,0.855,0,1,5,5,1,158
0,0.802,1,1,5,17,2,90
1,0.624,1,0,3,7,-1,88
0,0.913,1,1,5,7,1,10
0,0.92,1,1,5,6,4,8
1,0.92,1,1,5,18,5,152
1,0.624,1,1,5,5,1,12
1,0.92,1,0,5,13,5,39
1,0.762,1,0,5,3,1,31
0,0.836,1,1,3,15,2,146
1,0.624,1,1,5,8,1,45
1,0.92,0,1,5,3,1,100
0,0.887,1,0,5,2,-1,36
0,0.827,1,1,5,3,2,38
1,0.92,1,1,5,16,1,46
1,0.624,1,1,5,0,-1,284
0,0.92,1,1,1,5,-1,31
0,0.802,1,1,5,11,-1,86
1,0.624,1,1,5,6,4,49
0,0.926,1,0,3,11,1,48
1,0.624,1,1,5,4,1,109
1,0.624,0,1,5,9,5,36
1,0.624,1,1,5,10,1,25
0,0.896,1,1,5,5,2,42
1,0.624,0,1,5,3,1,22
1,0.92,0,0,5,6,1,46
1,0.624,1,0,5,4,1,132
0,0.92,1,1,5,13,3,12
0,0.776,0,1,5,5,1,118
0,0.899,1,1,5,4,1,32
0,0.926,1,1,3,9,4,50
0,0.897,1,1,5,6,1,29
0,0.92,1,0,5,15,1,182
1,0.754,1,1,5,10,-1,23
1,0.624,1,0,5,3,2,80
0,0.855,1,0,3,3,-1,46
0,0.92,1,0,3,2,1,54
1,0.762,1,1,5,7,2,43
0,0.92,1,0,5,11,1,15
1,0.563,1,0,5,5,2,100
1,0.624,1,1,5,1,1,58
1,0.624,1,0,3,3,-1,129
1,0.92,1,1,5,7,1,36
1,0.698,1,1,5,8,1,23
0,0.92,0,1,5,2,1,124
0,0.802,1,1,5,13,2,19
0,0.92,1,1,5,16,1,4
1,0.91,1,0,5,4,2,76
0,0.92,1,1,5,9,2,95
1,0.92,1,1,5,5,5,164
1,0.74,1,1,5,10,1,9
1,0.92,1,0,5,8,1,56
1,0.624,1,1,5,19,5,11
1,0.91,1,0,5,5,1,43
0,0.83,1,1,3,5,-1,162
0,0.924,1,0,1,5,-1,4
1,0.624,1,1,5,9,4,17
0,0.926,1,1,3,14,2,77
1,0.698,1,0,5,5,-1,72
0,0.884,1,0,5,1,1,206
1,0.556,1,1,5,9,2,192
1,0.624,1,0,3,7,-1,136
1,0.92,1,1,5,8,2,54
0,0.725,1,0,5,15,1,19
0,0.926,1,1,5,9,1,15
0,0.855,1,1,5,14,5,143
0,0.579,0,1,5,1,1,47
0,0.926,1,0,3,9,-1,150
0,0.92,1,1,5,16,5,10
0,0.92,1,1,5,9,1,6
1,0.91,1,1,5,7,5,50
1,0.624,1,0,3,2,-1,34
0,0.925,1,0,3,5,-1,77
0,0.624,1,0,5,1,-1,53
0,0.92,1,1,5,11,1,24
0,0.855,1,1,5,10,1,41
1,0.92,1,0,5,0,-1,15
0,0.926,1,0,3,9,-1,13
1,0.92,1,1,5,11,5,92
1,0.926,1,0,5,8,1,92
0,0.92,1,0,5,18,4,20
1,0.92,1,1,5,8,2,37
0,0.92,1,0,5,2,1,110
1,0.926,1,1,3,8,-1,50
1,0.92,1,1,5,5,1,103
0,0.92,1,1,5,19,1,13
0,0.91,1,1,3,1,1,140
1,0.624,1,1,5,6,1,104
1,0.804,1,0,1,6,1,94
0,0.92,1,1,5,17,1,74
1,0.804,1,0,3,11,-1,64
1,0.624,1,1,5,1,1,20
1,0.767,1,0,5,5,1,17
0,0.926,0,0,5,4,3,39
1,0.887,1,1,3,12,4,128
0,0.92,1,1,5,16,5,112
0,0.92,1,1,5,9,5,22
1,0.624,1,1,5,6,2,160
1,0.897,1,0,5,3,1,80
0,0.91,1,1,5,16,1,15
1,0.624,1,1,5,11,5,71
1,0.92,1,0,5,4,-1,108
0,0.926,1,1,3,15,5,6
1,0.92,1,1,5,15,1,40
1,0.939,1,1,5,3,2,64
1,0.624,1,0,5,3,-1,70
1,0.624,1,1,5,5,2,35
0,0.762,1,1,5,6,1,45
1,0.624,1,1,5,19,5,174
0,0.847,1,0,3,4,1,114
1,0.579,1,0,5,4,1,34
0,0.843,1,1,5,11,2,38
0,0.899,1,1,5,11,2,10
0,0.92,1,1,5,16,1,54
0,0.926,1,0,5,9,1,32
1,0.878,1,0,5,4,1,124
0,0.92,1,1,5,4,1,84
0,0.897,1,1,5,13,1,31
1,0.55,1,1,5,2,1,97
1,0.624,1,0,5,0,-1,18
1,0.92,1,1,5,10,1,51
0,0.624,1,0,1,0,-1,132
1,0.624,1,0,5,3,-1,42
1,0.624,1,0,5,2,2,34
1,0.92,1,0,1,9,-1,67
1,0.92,1,0,5,7,1,6
1,0.92,0,1,5,15,1,34
0,0.624,1,1,5,11,1,12
1,0.92,1,1,5,5,1,17
0,0.92,1,1,5,8,5,10
1,0.624,1,1,5,10,5,81
1,0.624,1,0,5,2,1,75
1,0.624,1,0,5,10,5,6
0,0.624,1,0,5,4,1,3
0,0.836,0,1,5,18,5,23
0,0.743,1,1,5,7,1,15
0,0.92,1,0,1,4,-1,17
1,0.92,1,0,5,6,-1,53
1,0.804,1,0,5,,1,91
0,0.91,1,1,5,0,1,140
0,0.769,1,1,5,10,2,28
0,0.556,1,1,5,1,-1,46
0,0.923,1,0,5,3,1,51
1,0.92,1,1,5,6,1,69
0,0.924,1,0,3,1,-1,278
0,0.91,1,1,5,5,-1,152
1,0.558,1,1,5,1,1,36
0,0.949,1,1,5,4,4,42
1,0.92,1,1,5,18,1,174
0,0.91,1,0,5,1,1,106
1,0.926,1,1,5,8,2,6
1,0.624,1,1,5,9,5,132
0,0.913,1,1,5,14,1,39
1,0.55,1,1,5,5,2,90
1,0.555,1,1,5,9,1,24
1,0.92,0,1,5,5,1,79
1,0.624,1,0,3,6,-1,84
0,0.926,1,0,5,6,2,38
1,0.558,1,0,5,2,-1,71
0,0.92,1,1,5,15,1,109
1,0.915,1,1,3,14,1,6
1,0.91,1,0,5,10,1,8
0,0.762,1,0,3,8,1,36
0,0.647,1,0,5,4,-1,133
1,0.624,1,1,5,6,2,74
1,0.624,1,0,3,4,-1,44
1,0.624,1,1,5,10,2,11
0,0.91,1,0,5,11,5,100
0,0.899,1,1,5,13,1,20
1,0.738,1,1,5,15,-1,57
0,0.92,1,1,5,7,2,180
0,0.92,1,1,5,8,2,19
1,0.92,1,0,5,9,-1,78
0,0.89,1,1,5,9,-1,218
0,0.89,1,0,5,6,5,29
1,0.887,1,1,5,16,4,103
0,0.855,0,0,5,13,5,51
0,0.924,1,1,5,19,2,70
0,0.92,0,1,5,4,1,34
0,0.926,1,1,3,15,5,64
1,0.926,1,0,5,19,5,13
0,0.897,1,1,5,18,1,50
0,0.92,1,1,5,4,1,99
1,0.878,1,1,3,10,-1,51
1,0.92,1,1,5,18,1,13
1,0.624,1,1,5,6,2,42
0,0.92,1,1,5,10,1,38
1,0.848,1,0,3,1,-1,56
1,0.624,1,1,5,2,2,41
0,0.897,1,1,5,7,3,27
1,0.624,0,1,5,8,2,220
1,0.92,1,0,5,3,-1,138
0,0.926,1,1,5,12,1,48
0,0.897,1,1,5,9,2,64
0,0.55,0,1,5,15,2,55
0,0.92,1,1,3,2,1,112
1,0.624,1,1,5,4,2,12
0,0.754,1,1,5,7,5,41
0,0.896,1,0,5,9,1,38
1,0.624,1,1,5,5,1,15
0,0.91,1,1,5,16,2,170
0,0.92,1,1,5,14,5,156
1,0.624,1,1,5,9,2,37
0,0.92,1,1,5,10,2,57
0,0.89,1,1,3,12,5,188
1,0.624,1,1,5,5,2,5
0,0.939,0,1,5,9,5,148
0,0.92,1,1,5,8,1,9
0,0.926,1,1,5,14,4,334
0,0.855,1,1,5,10,1,99
0,0.666,1,1,5,14,1,39
0,0.91,1,1,5,19,1,18
1,0.827,1,0,5,6,1,60
1,0.624,1,0,5,1,1,72
0,0.899,1,1,5,12,2,69
1,0.92,1,0,5,5,2,86
0,0.92,1,1,5,6,1,32
1,0.926,1,1,5,11,1,218
1,0.789,0,0,5,3,-1,16
0,0.884,1,1,5,20,5,4
1,0.624,1,1,5,13,2,145
1,0.789,1,0,5,6,3,22
0,0.92,1,1,5,14,1,18
1,0.55,1,1,5,18,1,8
0,0.92,1,0,5,2,1,52
1,0.624,1,0,5,13,1,52
1,0.624,1,0,3,4,-1,9
0,0.698,1,1,5,7,1,27
1,0.624,1,1,5,8,5,76
1,0.624,1,1,5,7,1,4
1,0.624,1,0,3,1,-1,112
1,0.55,1,1,5,5,1,42
1,0.624,1,1,5,7,2,240
1,0.624,1,1,5,1,-1,162
1,0.754,1,0,5,14,1,3
1,0.796,1,0,3,3,2,22
1,0.913,0,0,5,3,5,99
1,0.91,1,1,3,10,5,53
0,0.926,1,1,5,9,-1,122
0,0.915,1,1,5,5,1,28
1,0.92,1,1,5,1,1,8
1,0.92,1,1,5,11,1,92
1,0.92,0,0,5,16,5,35
0,0.769,1,1,5,14,2,36
1,0.624,1,0,5,3,1,64
0,0.887,1,0,5,6,-1,140
0,0.754,1,1,5,7,1,3
0,0.624,1,0,5,2,1,95
0,0.767,1,1,5,5,1,43
0,0.92,1,1,5,1,1,48
1,0.92,1,1,5,9,2,56
0,0.92,1,0,3,9,1,81
1,0.527,1,0,3,0,2,57
0,0.887,1,1,5,11,2,178
1,0.92,1,1,5,15,1,18
1,0.624,1,1,5,4,1,32
1,0.579,1,1,5,12,2,48
0,0.913,1,1,5,11,2,62
1,0.91,0,0,3,3,1,34
0,0.804,1,0,3,5,1,17
0,0.91,1,1,5,11,1,43
1,0.624,1,1,5,1,1,4
1,0.92,1,0,5,12,1,142
1,0.624,1,1,5,4,-1,54
0,0.92,1,1,5,10,3,33
1,0.624,1,1,5,5,-1,87
1,0.624,1,0,3,4,-1,64
1,0.92,0,0,5,8,4,19
1,0.804,1,0,5,6,1,26
1,0.624,1,1,5,4,-1,18
0,0.926,1,1,5,7,1,44
0,0.895,1,1,5,14,1,83
1,0.924,1,0,5,16,1,332
1,0.624,1,1,5,6,-1,2
1,0.624,1,1,5,2,2,14
0,0.926,1,1,5,7,3,29
1,0.92,1,0,5,15,5,51
1,0.939,0,1,5,7,5,77
0,0.92,1,1,5,12,4,52
1,0.903,1,1,5,12,3,54
1,0.493,1,1,3,4,1,105
1,0.55,0,1,5,5,2,47
1,0.624,1,0,5,2,-1,98
0,0.776,1,1,3,1,1,89
1,0.897,1,0,5,4,-1,51
0,0.796,1,1,5,11,5,25
1,0.624,1,0,5,0,1,39
1,0.92,1,0,5,3,1,17
0,0.754,1,1,5,16,3,48
1,0.92,1,1,5,10,1,50
1,0.624,1,1,5,8,2,102
0,0.926,1,1,5,13,3,77
1,0.926,1,1,3,10,-1,40
1,0.92,0,0,5,0,2,8
1,0.624,1,1,5,14,1,94
1,0.624,1,1,5,10,1,149
0,0.855,1,1,5,3,2,15
0,0.624,0,1,5,6,1,6
1,0.624,1,1,5,3,2,55
1,0.92,1,1,5,8,5,57
0,0.866,1,1,5,6,1,108
0,0.893,1,0,5,19,-1,188
0,0.92,1,0,5,6,1,18
1,0.624,1,0,5,6,-1,61
1,0.769,1,0,5,11,2,18
1,0.926,1,0,5,6,1,51
1,0.624,1,1,5,9,4,144
0,0.895,1,1,5,16,5,45
0,0.893,0,1,5,7,2,11
0,0.92,1,1,5,0,1,53
0,0.682,1,1,5,9,1,66
1,0.91,1,0,5,1,1,42
1,0.776,1,0,3,5,-1,56
0,0.91,1,1,5,16,2,104
0,0.921,1,1,5,5,1,10
1,0.624,1,0,5,2,-1,58
1,0.624,1,1,5,12,1,87
0,0.926,1,0,3,10,5,46
1,0.624,1,1,5,1,-1,50
0,0.743,1,1,5,12,3,26
0,0.915,1,1,5,9,1,6
1,0.884,1,0,5,4,1,51
0,0.624,0,0,5,6,-1,31
0,0.939,1,0,5,9,2,39
0,0.92,1,1,5,18,1,11
1,0.624,1,1,5,1,1,84
1,0.558,1,1,5,3,5,87
0,0.897,1,1,5,9,1,47
1,0.74,1,0,5,2,-1,141
0,0.698,1,1,3,4,1,148
1,0.624,1,0,3,5,-1,184
0,0.624,1,0,3,8,-1,111
1,0.91,0,0,5,9,5,60
1,0.924,1,0,3,4,1,102
0,0.848,1,1,5,3,-1,32
0,0.92,0,0,5,2,-1,34
1,0.789,0,0,5,0,1,43
0,0.899,0,1,5,5,3,69
1,0.624,0,1,5,3,2,7
0,0.754,1,1,5,7,4,99
1,0.558,1,1,5,15,5,20
0,0.92,1,0,1,5,-1,44
0,0.92,1,1,5,6,1,100
0,0.624,1,0,5,3,-1,42
1,0.624,0,0,5,3,5,57
1,0.624,1,1,5,1,-1,128
1,0.624,1,1,5,3,1,67
1,0.92,1,1,5,3,-1,28
0,0.92,1,1,5,3,1,222
0,0.624,0,0,5,5,1,32
0,0.754,1,0,5,10,1,157
1,0.865,1,1,5,11,2,20
0,0.926,0,1,5,19,4,70
0,0.91,1,0,3,3,-1,51
1,0.855,1,1,5,2,1,28
1,0.666,1,1,5,14,3,258
0,0.92,0,1,5,19,1,292
1,0.743,1,1,5,10,3,52
1,0.843,1,0,5,0,1,77
0,0.92,1,1,5,7,1,86
0,0.939,1,1,1,10,-1,9
0,0.878,1,0,5,16,-1,139
0,0.91,1,0,3,2,1,9
1,0.624,0,0,5,3,1,90
0,0.689,1,1,5,10,1,206
0,0.836,0,1,5,6,1,122
0,0.92,1,0,5,8,1,32
1,0.624,1,1,5,7,2,6
0,0.896,1,1,5,4,-1,15
1,0.923,0,1,5,18,1,13
0,0.743,1,1,5,6,1,102
0,0.91,1,0,5,4,1,33
0,0.92,0,1,5,11,1,110
0,0.92,1,1,5,8,2,258
1,0.624,1,1,5,8,1,70
1,0.698,1,0,5,7,1,6
1,0.624,1,1,5,1,-1,27
0,0.878,1,1,5,15,1,322
0,0.92,1,1,5,20,2,104
1,0.754,1,1,5,16,-1,29
1,0.624,1,1,5,7,1,116
0,0.91,1,1,5,3,1,164
0,0.836,1,1,5,11,-1,30
0,0.897,1,0,5,8,2,6
0,0.92,1,1,5,2,1,38
0,0.939,1,1,5,9,-1,80
0,0.804,1,1,5,11,1,46
1,0.92,1,1,5,11,2,34
0,0.926,1,1,5,16,5,37
1,0.624,1,1,5,2,2,51
1,0.92,1,1,5,19,1,145
1,0.55,1,1,5,2,1,3
0,0.92,0,0,5,3,-1,45
0,0.91,1,1,5,14,1,56
1,0.896,1,1,5,15,5,23
1,0.55,1,0,3,7,-1,86
1,0.926,0,1,5,2,1,33
1,0.624,0,1,5,0,1,68
1,0.92,1,0,5,6,1,114
1,0.624,1,1,5,10,-1,126
1,0.804,1,0,5,3,-1,73
0,0.91,1,0,5,1,1,7
1,0.624,1,1,5,18,2,44
0,0.666,0,1,5,10,4,54
0,0.698,1,1,5,7,-1,139
0,0.855,1,1,3,10,1,43
0,0.92,1,1,5,13,1,8
0,0.92,1,0,5,19,1,90
0,0.91,0,1,5,4,1,47
1,0.802,1,1,5,6,2,14
0,0.92,1,0,5,20,5,28
0,0.926,1,0,5,7,-1,44
0,0.92,1,1,5,4,1,109
0,0.92,1,1,5,14,3,81
0,0.92,1,0,5,19,3,250
0,0.926,1,1,5,0,1,4
1,0.926,1,0,5,5,5,54
0,0.92,1,0,3,4,1,194
1,0.92,1,0,5,8,1,100
1,0.624,1,0,5,0,1,107
0,0.92,1,1,5,8,2,170
0,0.897,1,1,5,10,2,52
1,0.92,0,1,5,11,5,74
0,0.91,1,1,5,20,1,19
0,0.624,1,0,3,5,-1,165
1,0.762,1,0,5,5,-1,6
0,0.624,1,0,3,0,-1,332
0,0.91,1,1,5,6,1,46
1,0.624,1,1,5,4,1,48
1,0.624,1,1,5,7,4,44
0,0.926,1,1,3,7,2,41
0,0.624,1,0,3,2,-1,17
0,0.897,1,1,5,1,1,222
0,0.802,1,1,5,9,4,141
0,0.92,1,1,5,6,1,26
0,0.92,1,1,5,1,1,48
0,0.923,1,1,5,9,1,70
1,0.804,1,1,5,9,3,176
1,0.855,1,1,5,2,1,73
1,0.698,1,1,5,12,4,97
0,0.666,0,1,5,5,-1,15
1,0.698,1,1,5,0,2,26
1,0.55,1,0,3,5,-1,4
1,0.624,1,1,5,2,1,11
0,0.92,1,1,5,5,1,53
1,0.624,0,1,5,5,1,37
0,0.939,1,1,5,14,1,158
1,0.624,0,1,5,15,1,9
0,0.804,1,1,5,10,2,44
0,0.92,1,1,3,4,1,116
1,0.55,1,0,5,3,1,66
0,0.767,0,0,5,3,1,26
0,0.92,1,0,5,11,2,54
1,0.73,1,1,5,4,1,47
1,0.762,0,0,5,3,5,122
0,0.893,1,1,5,7,1,172
1,0.55,1,1,5,2,1,48
0,0.92,1,0,1,3,-1,78
1,0.789,1,1,5,11,4,130
1,0.624,1,1,5,7,1,50
1,0.92,0,1,5,0,1,18
1,0.924,1,1,5,13,-1,47
1,0.836,1,0,5,3,1,12
0,0.92,1,1,5,3,1,114
1,0.624,1,1,5,9,1,42
0,0.91,0,1,5,12,1,6
0,0.92,1,0,5,3,-1,52
1,0.624,0,0,5,2,1,6
0,0.92,1,1,5,11,1,72
1,0.92,1,0,5,7,-1,32
0,0.939,1,1,5,4,1,42
0,0.92,1,1,5,10,2,31
1,0.55,1,1,5,4,-1,61
1,0.624,1,1,5,17,4,21
1,0.624,0,1,5,4,1,64
0,0.92,1,1,5,15,2,64
1,0.925,1,1,5,12,1,24
1,0.55,1,1,5,9,3,10
0,0.89,1,1,5,9,1,17
0,0.923,1,1,3,4,2,42
1,0.836,1,1,5,4,1,141
0,0.949,1,1,3,15,5,26
0,0.92,1,1,5,5,2,72
0,0.698,1,1,5,18,1,28
0,0.55,1,0,5,3,1,80
1,0.807,1,0,5,10,1,30
1,0.92,1,0,5,3,2,72
0,0.802,1,0,5,4,-1,134
0,0.836,1,1,5,6,1,28
0,0.795,1,0,5,4,1,83
0,0.624,1,0,5,2,-1,64
1,0.527,1,1,5,14,2,114
1,0.92,1,0,5,6,1,36
1,0.91,1,1,5,7,1,98
0,0.855,1,0,5,6,5,246
1,0.624,1,1,5,14,2,268
1,0.624,1,1,5,1,1,24
1,0.624,1,1,5,2,1,101
0,0.92,1,1,5,3,2,28
0,0.843,1,1,5,6,5,123
1,0.624,1,1,5,2,2,50
0,0.92,0,1,5,4,3,70
0,0.924,1,0,3,3,1,17
1,0.624,1,1,5,7,2,25
0,0.624,1,0,5,0,1,12
0,0.92,1,1,5,9,1,10
0,0.939,1,0,1,2,-1,28
1,0.527,1,1,5,7,-1,102
1,0.689,1,0,3,1,1,30
1,0.624,1,0,5,1,1,48
0,0.899,1,1,3,9,2,100
1,0.624,1,1,5,3,2,13
0,0.923,1,1,5,14,1,40
1,0.92,0,1,5,6,3,60
0,0.926,1,1,5,8,1,34
0,0.92,1,1,5,12,2,36
1,0.624,1,1,5,19,5,13
1,0.579,1,1,5,14,1,19
0,0.926,1,1,5,11,-1,50
0,0.624,1,1,5,12,5,330
0,0.91,1,1,5,11,5,28
0,0.866,1,0,3,16,-1,130
1,0.92,1,1,5,9,2,22
0,0.926,1,1,5,14,5,28
0,0.92,1,1,5,12,1,106
1,0.92,1,1,5,5,1,25
0,0.926,1,1,5,15,1,28
0,0.887,1,0,5,4,-1,22
0,0.926,1,1,5,10,1,262
1,0.92,1,0,5,2,1,49
1,0.939,1,1,5,6,1,12
1,0.92,1,0,5,12,1,6
0,0.884,1,1,5,6,4,14
1,0.92,1,1,5,6,1,15
0,0.897,1,1,5,9,2,13
1,0.624,1,1,5,8,2,23
1,0.698,1,0,5,5,1,42
0,0.91,1,0,1,3,-1,94
0,0.926,0,1,5,10,1,37
0,0.722,1,0,5,3,1,55
1,0.698,1,0,5,0,1,74
1,0.855,1,1,5,11,2,76
1,0.913,0,1,5,13,2,72
0,0.754,1,1,3,7,2,176
0,0.794,1,1,5,13,1,29
1,0.92,1,1,5,2,1,22
0,0.897,1,1,5,10,5,226
1,0.92,1,1,5,3,2,34
1,0.624,1,0,5,0,2,51
1,0.92,1,0,5,18,5,43
1,0.92,1,1,5,3,2,107
0,0.827,1,1,5,7,3,48
1,0.924,1,1,3,13,1,48
1,0.796,1,0,3,3,1,12
0,0.92,1,1,5,10,4,29
1,0.555,1,0,5,4,-1,60
1,0.624,1,1,5,7,1,69
0,0.682,1,1,5,15,5,85
0,0.939,1,1,5,16,1,29
0,0.764,1,0,3,2,1,104
1,0.624,1,1,5,4,2,15
0,0.624,1,1,5,4,1,76
